日付,始値,高値,安値,終値,13週平均,26週平均,VWAP,出来高,13週平均,26週平均,売残,買残,倍率
20200901,       2000,     2005.5,     1965.5,     1975.5,    1996.76,    2000.98,         --,        7528300,    23265253.84,    26413515.38,               ,               ,           
20200828,     2003.5,       2032,       1970,       1978,    2012.34,    2006.25,         --,       16941700,     24357392.3,       27375750,        1081900,        4306900,       3.98
20200821,       2002,       2029,     1982.5,       2005,    2024.61,    2012.63,         --,       13188700,    25083323.07,     28003642.3,        1212900,        4299600,       3.54
20200814,       1968,       2042,     1965.5,     2027.5,    2024.69,    2022.76,         --,       16099200,    25614261.53,    28175038.46,        1452000,        4295500,       2.96
20200807,       1934,     1998.5,       1903,     1954.5,     2023.3,    2032.34,         --,       29608400,    25896546.15,       28273150,        1142500,        4687800,        4.1
20200731,       1900,     1911.5,     1796.5,       1812,    2024.53,    2045.67,         --,       42215800,    24556315.38,    28185684.61,        1115400,        5848600,       5.24
20200722,       1944,       1947,       1908,     1909.5,    2037.53,    2065.05,         --,       14942200,    22880569.23,    27475230.76,         977400,        4991300,       5.11
20200717,       1954,     1986.5,     1943.5,     1948.5,    2046.23,    2081.88,         --,       20737200,    23405053.84,    27673765.38,        1041900,        4376000,        4.2
20200710,       1980,       2011,     1927.5,       1930,    2048.69,    2099.78,         --,       22234100,    23258215.38,     27506992.3,         979500,        4564800,       4.66
20200703,     1998.5,       2023,       1954,     1986.5,     2053.3,    2118.46,         --,       28595200,    23549438.46,     27853192.3,        1298800,        4377500,       3.37
20200626,     2175.5,     2182.5,       2088,     2100.5,    2047.53,    2135.61,         --,       40173300,    24161369.23,     26928392.3,        6700800,        4355100,       0.65
20200619,     2142.5,     2183.5,     2104.5,     2181.5,    2041.19,    2149.05,         --,       23866000,    24756884.61,     26842992.3,        1394200,        3934100,       2.82
20200612,       2202,       2234,       2108,       2149,    2019.92,    2162.17,         --,       26318200,    26850469.23,    27427138.46,        1283700,        3917800,       3.05
20200605,     2135.5,     2182.5,       2132,       2178,    2005.19,    2175.73,         --,       21726100,    29561776.92,    27496130.76,        1390900,        3687700,       2.65
20200529,       2022,       2168,       2016,     2137.5,    2000.15,    2188.13,         --,       26378800,    30394107.69,     27641642.3,        1237300,        3713500,          3
20200522,       2016,       2055,       1998,       2006,    2000.65,    2201.86,         --,       20090900,    30923961.53,    27409346.15,        1248600,        4133600,       3.31
20200515,       2000,     2044.5,       1999,     2009.5,    2020.84,    2220.21,         --,       19768900,    30735815.38,    27476780.76,        1030500,        3870900,       3.76
20200508,     1960.5,     1976.5,     1932.5,     1970.5,    2041.38,    2238.38,         --,       12185400,    30649753.84,    27546780.76,         864200,        4164000,       4.82
20200501,     2033.5,       2050,       1974,       1981,     2066.8,     2256.4,         --,       20431100,    31815053.84,    27896246.15,         864200,        4164000,       4.82
20200424,     1969.5,     2025.5,       1945,     2022.5,    2092.57,    2273.57,         --,       21760500,     32069892.3,    27900673.07,        1258100,        4119600,       3.27
20200417,       1972,       1998,     1957.5,     1980.5,    2117.53,    2290.82,         --,       18828300,    31942476.92,    27692319.23,        1523400,        4212200,       2.76
20200410,     1900.5,     2010.5,     1896.5,       1990,    2150.88,    2306.63,         --,       26020000,    31755769.23,       27565700,        1629300,        4139700,       2.54
20200403,       1973,       2065,       1900,     1911.5,    2183.61,    2321.23,         --,       36550300,    32156946.15,       27145400,        2021600,        4519600,       2.24
20200327,     1899.5,       2063,       1862,       2018,    2223.69,    2338.69,         --,       47915000,    29695415.38,    26707919.23,        1796900,        4458800,       2.48
20200319,       1962,     1987.5,       1874,       1905,    2256.92,    2351.98,         --,       51082600,       28929100,    25732111.53,        1482500,        4703400,       3.17
20200313,     2063.5,     2136.5,     1909.5,     1957.5,    2304.42,    2367.96,         --,       61565200,    28003807.69,    24597446.15,        1429300,        4888100,       3.42
20200306,       2105,     2193.5,     2103.5,     2112.5,    2346.26,    2382.88,         --,       32546400,    25430484.61,    23440069.23,         785300,        5971200,        7.6
20200228,       2200,     2231.5,       2126,       2144,    2376.11,    2386.38,         --,       33266900,    24889176.92,    23261738.46,         721200,        5934300,       8.23
20200221,     2258.5,       2276,       2234,     2268.5,    2403.07,    2390.48,         --,       17645000,    23894730.76,    22851857.69,         856100,        5650400,        6.6
20200214,       2291,     2332.5,     2273.5,     2276.5,    2419.57,    2388.96,         --,       18650100,    24217746.15,    23006615.38,         857200,        5590900,       6.52
20200207,       2290,       2345,       2282,       2301,    2435.38,    2388.57,         --,       27334300,    24443807.69,    22874273.07,         867900,        5370600,       6.19
20200131,     2317.5,       2339,       2285,       2316,       2446,    2388.59,         --,       23744000,    23977438.46,    22843965.38,         860500,        5341100,       6.21
20200124,       2414,       2417,       2337,       2347,    2454.57,    2390.92,         --,       20104100,    23731453.84,    22714146.15,         853700,        5287700,       6.19
20200117,       2421,     2437.5,       2401,       2414,    2464.11,    2393.86,         --,       16401100,    23442161.53,    22438373.07,         801900,        4871500,       6.07
20200110,       2400,       2416,     2347.5,     2415.5,    2462.38,    2395.32,         --,       31235300,    23375630.76,    22490915.38,         853700,        4796900,       5.62
20191230,     2448.5,     2450.5,     2432.5,     2432.5,    2458.84,    2396.98,         --,        4550400,    22133853.84,    21847169.23,        1217100,        4687000,       3.85
20191227,       2527,       2538,       2444,       2450,    2453.69,     2398.8,         --,       37952900,    23720423.07,    22690934.61,               ,               ,           
20191220,     2510.5,       2555,       2499,     2522.5,    2447.03,    2396.09,         --,       39053800,    22535123.07,    22878834.61,        1241800,        4481300,       3.61
20191213,       2513,       2531,     2492.5,     2501.5,     2431.5,    2395.36,         --,       28112000,    21191084.61,    22244930.76,        1000200,        4925200,       4.92
20191206,       2500,       2522,       2486,     2500.5,     2419.5,    2395.34,         --,       25509400,    21449653.84,    22052219.23,         846800,        5065000,       5.98
20191129,       2483,     2504.5,     2469.5,     2494.5,    2396.65,    2394.86,         --,       20339100,       21634300,    21967961.53,        1064400,        4673400,       4.39
20191122,       2482,     2503.5,       2455,       2483,    2377.88,    2394.78,         --,       21844200,    21808984.61,     22310192.3,        1017700,        4857400,       4.77
20191115,     2444.5,       2484,     2437.5,       2482,    2358.34,    2396.94,         --,       21588900,    21795484.61,    22316707.69,         983900,        4693000,       4.77
20191108,     2427.5,       2462,       2424,       2439,    2341.76,    2398.28,         --,       21271500,    21304738.46,    22492669.23,         990300,        5106800,       5.16
20191101,       2462,       2468,       2416,     2427.5,    2331.19,    2399.48,         --,       20546200,     21710492.3,    23146388.46,        1113400,        5120400,        4.6
20191025,     2385.5,     2475.5,       2383,       2471,    2327.26,    2405.19,         --,       16343300,    21696838.46,       23152800,        1179200,        4975900,       4.22
20191018,     2387.5,     2427.5,     2374.5,     2391.5,    2323.61,    2408.76,         --,       15536200,    21434584.61,    23658153.84,        1012600,        5436400,       5.37
20191011,     2375.5,     2381.5,     2332.5,     2369.5,    2328.26,    2417.78,         --,       15092200,       21606200,    23989065.38,        1010800,        5870600,       5.81
20191004,       2362,       2416,       2335,     2365.5,    2335.11,     2430.4,         --,       25175800,    21560484.61,    24253630.76,        1006300,        6120000,       6.08
20190927,       2335,     2369.5,       2324,     2363.5,    2343.92,       2445,         --,       22544000,    21661446.15,    24168365.38,        1183600,        6473100,       5.47
20190920,       2331,     2345.5,     2283.5,     2320.5,    2345.15,    2459.96,         --,       21581300,    23222546.15,    23900403.84,        1183600,        6874500,       5.81
20190913,       2215,       2363,       2215,     2345.5,    2359.23,    2479.23,         --,       31473400,    23298776.92,    24108157.69,        1163800,        6968600,       5.99
20190906,       2241,     2254.5,       2179,     2203.5,    2371.19,    2496.53,         --,       27909800,    22654784.61,    23889453.84,        1109400,        7945600,       7.16
20190830,       2201,     2258.5,     2186.5,     2250.5,    2393.07,    2520.19,         --,       22610000,    22301623.07,       23719000,         979300,        7448800,       7.61
20190823,       2279,     2299.5,       2213,       2229,    2411.69,    2544.78,         --,       21668700,       22811400,    23885073.07,         876700,        7705200,       8.79
20190816,       2291,     2305.5,       2253,     2266.5,    2435.53,    2565.98,         --,       15209200,    22837930.76,    23837569.23,         778200,        7191900,       9.24
20190809,     2365.5,     2367.5,       2270,     2301.5,     2454.8,     2581.4,         --,       26546300,       23680600,    24152246.15,         778800,        7128300,       9.15
20190802,       2433,       2452,       2370,     2376.5,    2467.76,    2598.78,         --,       20368700,    24582284.61,       23864750,         435800,        6816500,      15.64
20190726,       2445,     2448.5,       2413,     2423.5,    2483.11,    2613.11,         --,       12934000,    24608761.53,    23848565.38,         493700,        6245000,      12.65
20190719,       2465,     2471.5,     2391.5,       2452,    2493.92,    2625.48,         --,       17767200,    25881723.07,    24071361.53,         644200,        6243300,       9.69
20190712,       2491,     2493.5,       2438,     2458.5,     2507.3,    2633.59,         --,       14497900,    26371930.76,    24482457.69,         604300,        6382300,      10.56
20190705,     2379.5,       2481,       2376,       2480,    2525.69,    2638.53,         --,       26488300,    26946776.92,    24196546.15,         753700,        6724600,       8.92
20190628,     2505.5,     2519.5,       2377,     2379.5,    2546.07,    2643.78,         --,       42838300,    26675284.61,    24662484.61,         558900,        8387700,      15.01
20190621,       2500,     2518.5,       2493,     2503.5,    2574.76,     2655.4,         --,       22572300,    24578261.53,    24805884.61,        1107700,        6570100,       5.93
20190614,       2499,       2549,       2489,       2501,    2599.23,    2669.05,         --,       23101500,    24917538.46,    25158746.15,         539600,        6653700,      12.33
20190607,     2470.5,       2506,       2460,       2488,    2621.88,    2682.57,         --,       23318700,    25124123.07,    25570530.76,         367600,        6335900,      17.24
20190531,       2538,       2549,       2488,     2492.5,     2647.3,    2695.48,         --,       29237100,    25136376.92,    25708746.15,         523500,        6279400,         12
20190524,     2531.5,       2575,       2500,       2539,    2677.88,    2708.76,         --,       22013600,    24958746.15,    25181438.46,         488200,        5691500,      11.66
20190517,       2469,       2521,     2459.5,       2517,    2696.42,     2719.5,         --,       26163900,    24837207.69,    25296938.46,         307000,        5854600,      19.07
20190510,       2602,     2605.5,       2456,       2470,       2708,    2732.23,         --,       38268200,     24623892.3,    25729565.38,         323700,        5995700,      18.52
20190426,     2572.5,     2607.5,       2566,       2576,     2729.8,    2747.44,         --,       20712900,    23147215.38,       25457100,         296000,        4553000,      15.38
20190419,     2637.5,       2648,     2552.5,       2564,    2743.11,    2760.21,         --,       29482500,    23088369.23,    25706646.15,         298000,        4726000,      15.86
20190412,       2688,     2690.5,     2603.5,       2626,    2757.03,    2774.51,         --,       24139900,       22261000,    25636123.07,         234400,        3964500,      16.91
20190405,     2767.5,       2799,     2691.5,     2697.5,    2759.88,    2783.88,         --,       21970900,    22592984.61,    25959173.07,         407400,        3218600,        7.9
20190329,       2745,       2808,     2701.5,       2745,    2751.38,    2793.25,         --,       22958900,    21446315.38,    26063207.69,         473300,        2968700,       6.27
20190322,       2840,       2849,       2740,     2752.5,     2741.5,    2801.75,         --,       15577000,    22649684.61,    26077303.84,         335800,        3006500,       8.95
20190315,     2775.5,     2830.5,     2765.5,     2821.5,    2736.03,    2808.57,         --,       26982900,    25033507.69,     26442742.3,         445800,        2884400,       6.47
20190308,       2793,       2829,       2759,     2795.5,    2738.88,    2814.03,         --,       25787100,    25399953.84,       26403800,         420100,        3015800,       7.18
20190301,       2885,       2895,     2818.5,     2818.5,    2743.26,    2816.73,         --,       23478000,    26016938.46,    26288457.69,         435800,        3164100,       7.26
20190222,       2800,       2899,     2782.5,       2890,    2743.65,    2820.71,         --,       26927900,    26281115.38,    26386903.84,         770100,        3180200,       4.13
20190215,       2676,     2789.5,       2676,       2780,    2739.65,    2825.25,         --,       20433600,    25404130.76,    25872969.23,         327600,        4201600,      12.83
20190208,       2735,       2784,     2662.5,     2667.5,    2742.57,    2837.28,         --,       23390800,    25756669.23,     26119342.3,         242400,        4627000,      19.09
20190201,     2736.5,       2783,       2720,     2753.5,    2756.46,    2852.53,         --,       19071400,    26835238.46,    25784146.15,         317300,        4392400,      13.84
20190125,       2760,       2777,       2728,       2749,    2765.07,     2865.9,         --,       19947900,    27766984.61,    26249003.84,         486000,        4601900,       9.47
20190118,       2659,       2763,       2653,       2745,     2777.3,    2881.28,         --,       18726700,    28324923.07,     26559492.3,         395600,        4734000,      11.97
20190111,       2637,     2671.5,       2621,       2663,       2792,    2890.26,         --,       28455700,    29011246.15,    26914338.46,         246900,        5127000,      20.77
20190104,     2566.5,       2613,     2547.5,       2587,    2807.88,    2902.63,         --,        7064200,    29325361.53,     26716292.3,         276900,        5594600,       20.2
20181228,       2595,     2632.5,       2481,     2616.5,    2835.11,    2920.01,         --,       38602700,       30680100,    27384146.15,               ,               ,           
20181221,     2860.5,     2872.5,     2680.5,     2681.5,       2862,    2938.42,         --,       46566700,    29504923.07,    27309838.46,        1581100,        7076900,       4.48
20181214,       2816,       2888,     2800.5,     2858.5,    2881.11,     2958.9,         --,       31746700,    27851976.92,       27132450,         250500,        5982200,      23.88
20181207,       2845,     2875.5,     2813.5,     2852.5,    2889.19,    2970.69,         --,       33807900,    27407646.15,    27253815.38,         406700,        6562200,      16.14
20181130,     2840.5,       2852,     2815.5,     2823.5,    2890.19,    2975.59,         --,       26912300,    26559976.92,    26958261.53,         415400,        6825200,      16.43
20181122,       2809,       2839,     2803.5,       2838,    2897.76,    2978.63,         --,       15527100,     26492692.3,    26952134.61,         359600,        6499000,      18.07
20181116,       2849,       2881,       2800,       2818,    2910.84,    2982.05,         --,       25016600,    26341807.69,    27495146.15,         402800,        6760000,      16.78
20181109,       2871,       2876,       2800,       2848,       2932,    2990.01,         --,       37412200,    26482015.38,    27329446.15,         338300,        6406600,      18.94
20181102,       2908,     2943.5,       2857,     2865.5,    2948.61,    2996.09,         --,       31184100,    24733053.84,    26872876.92,         342200,        5301500,      15.49
20181026,       2936,     2963.5,     2883.5,       2908,    2966.73,    3003.19,         --,       27201100,    24731023.07,    26407403.84,         337200,        4426300,      13.13
20181019,       2873,     2966.5,       2850,       2936,    2985.26,    3004.28,         --,       27648900,    24794061.53,    26590484.61,         415800,        4953800,      11.91
20181012,       2940,       2974,       2868,     2869.5,    2988.53,    3002.59,         --,       32539200,    24817430.76,    26546434.61,         468900,        5454100,      11.63
20181005,     2931.5,       3010,       2926,       2941,    2997.38,    3005.96,         --,       24675800,    24107223.07,       26148050,         365900,        4306200,      11.77
20180928,       2923,       2985,       2907,       2966,    3004.92,    3008.76,         --,       23325400,     24088192.3,    26164780.76,         435100,        4495200,      10.33
20180921,       2962,       3000,     2907.5,       2930,    3014.84,    3012.61,         --,       25078400,    25114753.84,     26712542.3,         423500,        4939500,      11.66
20180914,       2860,       3005,       2850,     2963.5,    3036.69,    3009.09,         --,       25970400,    26412923.07,    27526761.53,         406000,        4252100,      10.47
20180907,       2921,     2936.5,       2850,     2865.5,    3052.19,    3011.23,         --,       22788200,    27099984.61,    27498888.46,         439900,        5689500,      12.93
20180831,       3008,       3011,       2921,       2922,       3061,    3015.63,         --,       26037600,    27356546.15,    28072780.76,         340000,        4856400,      14.28
20180824,       3080,       3094,       3005,       3008,     3059.5,    3018.09,         --,       13565600,    27411576.92,    28573619.23,         295600,        2930000,       9.91
20180817,       3044,       3159,       2981,       3093,    3053.26,    3021.48,         --,       26839300,    28648484.61,    29444330.76,         319900,        2784100,        8.7
20180810,       3112,       3153,       3063,       3064,    3048.03,    3024.32,         --,       14675700,    28176876.92,    29505338.46,         362400,        2915900,       8.05
20180803,       3149,       3196,       3062,       3101,    3043.57,    3029.55,         --,       31157700,       29012700,    31193030.76,         368000,        3050200,       8.29
20180727,     2978.5,       3156,     2977.5,       3149,    3039.65,     3049.4,         --,       28020600,    28083784.61,     30792542.3,         336500,        3488600,      10.37
20180720,       3001,       3059,       2902,     2978.5,     3023.3,    3068.98,         --,       27952700,    28386907.69,    30644984.61,         340500,        4453000,      13.08
20180713,       3050,       3056,       2964,     2984.5,    3016.65,    3093.61,         --,       23306500,    28275438.46,    30323834.61,         259400,        3849700,      14.84
20180706,       3065,       3081,     2992.5,       3039,    3014.53,     3117.4,         --,       24428400,    28188876.92,    30289657.69,         340700,        3885600,       11.4
20180629,       3220,       3243,       3010,       3095,    3012.61,    3140.71,         --,       36670700,    28241369.23,    29758396.15,         330900,        4064900,      12.28
20180622,       3180,       3244,       3080,       3214,    3010.38,    3161.32,         --,       41954600,    28310330.76,    29029023.07,        1088700,        5536300,       5.09
20180615,       3023,       3168,     2998.5,       3165,     2981.5,    3180.05,         --,       34902200,       28640600,    28298169.23,         446400,        6647600,      14.89
20180608,     2927.5,       3007,       2906,       2980,    2970.26,    3201.36,         --,       26123500,     27897792.3,    27890796.15,         303400,        8332500,      27.46
20180601,     2932.5,       2951,       2901,     2902.5,    2970.26,    3230.01,         --,       26753000,    28789015.38,    27974161.53,         291900,        8833100,      30.26
20180525,       3007,       3012,       2921,       2927,    2976.69,    3261.84,         --,       29645400,    29735661.53,    27896115.38,         282400,        8677500,      30.73
20180518,       3034,       3060,       3015,       3025,    2989.69,    3291.76,         --,       20708400,    30240176.92,       27396050,         258500,        7766700,      30.05
20180511,       3060,       3065,       2984,       3006,    3000.61,    3318.69,         --,       25541400,       30833800,    27479915.38,         428200,        8001300,      18.69
20180502,       2915,       3058,       2868,       3050,    3015.53,    3349.19,         --,       19081800,    33373361.53,    27823338.46,         605900,        8539400,      14.09
20180427,       2872,       2969,     2853.5,     2936.5,    3059.15,    3378.19,         --,       31961200,       33501300,    27985630.76,         605900,        8539400,      14.09
20180420,     2954.5,       3009,       2878,       2892,    3114.65,    3411.59,         --,       26503600,    32903061.53,    27633084.61,         604300,        8975800,      14.85
20180413,       3010,       3035,       2944,       2957,    3170.57,    3449.98,         --,       22181200,    32372230.76,    27458823.07,         325600,        8426700,      25.88
20180406,       3080,       3099,     2965.5,       3014,    3220.26,    3479.09,         --,       25110800,    32390438.46,    27136403.84,         373600,        8217100,      21.99
20180330,       2852,       3084,       2847,       3066,     3268.8,    3505.09,         --,       37567200,    31275423.07,     26749292.3,         566700,        8448600,      14.91
20180323,       3010,       3013,     2784.5,     2838.5,    3312.26,    3529.01,         --,       46248100,    29747715.38,    25856846.15,         521600,       10221100,       19.6
20180316,       2999,       3062,     2993.5,       3019,    3378.61,    3561.15,         --,       25245700,    27955738.46,    24661530.76,         386100,        8450500,      21.89
20180309,       2985,       3064,       2975,       2980,    3432.46,    3587.19,         --,       37709400,       27883800,    24259773.07,         439900,        8766500,      19.93
20180302,       3100,       3108,     2968.5,       2986,    3489.76,    3613.15,         --,       39059400,    27159307.69,    23408969.23,         386800,        8697900,      22.49
20180223,       3186,       3222,       3040,       3096,       3547,     3643.3,         --,       36204100,    26056569.23,    22464088.46,         283000,        7343800,      25.95
20180216,       3200,       3215,       3122,       3167,    3593.84,    3666.38,         --,       28425500,    24551923.07,       21646600,         231300,        5963500,      25.78
20180209,       3601,       3626,       3155,       3200,    3636.76,    3690.88,         --,       58555700,    24126030.76,    21175573.07,         264700,        5549000,      20.96
20180202,       3656,       3675,       3590,       3617,    3682.84,    3714.07,         --,       20745000,    22273315.38,    19346384.61,         233400,        3363600,      14.41
20180126,       3635,       3708,       3633,       3658,    3697.23,    3721.19,         --,       24184100,    22469961.53,     19510192.3,         209900,        2890500,      13.77
20180119,       3603,       3649,       3577,       3619,    3708.53,     3730.3,         --,       19602800,    22363107.69,    19386065.38,         204000,        3436100,      16.84
20180112,       3662,       3678,       3600,       3603,    3729.38,    3736.61,         --,       22417900,    22545415.38,    19190261.53,         181200,        3328500,      18.37
20180105,       3640,       3682,       3632,       3645,    3737.92,    3745.61,         --,       10615600,    21882369.23,    18903223.07,         189400,        2994300,      15.81
20171229,       3704,       3736,       3626,       3631,    3741.38,    3753.96,         --,       17707000,    22223161.53,    19338976.92,         189400,        2994300,      15.81
20171222,       3730,       3730,       3690,       3701,    3745.76,    3766.11,         --,       22952400,    21965976.92,    19558980.76,         298900,        3249300,      10.87
20171215,       3725,       3744,       3694,       3719,    3743.69,    3778.57,         --,       24310500,    21367323.07,    19333126.92,         173800,        2724300,      15.67
20171208,       3733,       3786,       3705,       3725,    3741.92,    3793.92,         --,       28291000,    20635746.15,    19362634.61,         235200,        2518400,      10.71
20171201,       3706,       3762,       3691,       3730,    3736.53,    3805.65,         --,       24723800,    19658630.76,    19050984.61,         244800,        2440600,       9.97
20171124,       3715,       3727,       3686,       3705,    3739.61,    3823.42,         --,       16643700,    18871607.69,    18855015.38,         248900,        2278100,       9.15
20171117,       3801,       3812,       3692,       3725,    3738.92,    3841.38,         --,       22888900,    18741276.92,    19157734.61,         241200,        2074000,        8.6
20171110,       3768,       3868,       3722,       3799,       3745,    3856.26,         --,       34470400,    18225115.38,     19550392.3,         304000,        1948400,       6.41
20171102,       3768,       3838,       3734,       3804,     3745.3,    3861.38,         --,       23301400,    16419453.84,    19366511.53,         395000,        2087000,       5.28
20171027,       3892,       3902,       3754,       3805,    3745.15,    3858.73,         --,       22795000,    16550423.07,    18633169.23,         437600,        1879200,       4.29
20171020,       3739,       3898,       3725,       3890,    3752.07,    3854.92,         --,       21972800,    16409023.07,    18395426.92,         479300,        1879000,       3.92
20171013,       3683,       3734,       3675,       3714,    3743.84,    3847.69,         --,       13798300,    15835107.69,    18255226.92,         316100,        2464600,        7.8
20171006,       3679,       3718,       3678,       3690,     3753.3,    3846.23,         --,       15045900,    15924076.92,    18328565.38,         193800,        2474500,      12.77
20170929,       3685,       3714,       3667,       3688,    3766.53,    3846.19,         --,       14363600,     16454792.3,       18592500,         209300,        2334000,      11.15
20170922,       3726,       3733,       3667,       3674,    3786.46,     3843.5,         --,       15169900,    17151984.61,       18903450,         203900,        2150000,      10.54
20170915,       3655,       3736,       3642,       3696,    3813.46,     3847.8,         --,       14800000,    17298930.76,    19056119.23,         210900,        1682200,       7.98
20170908,       3765,       3766,       3641,       3655,    3845.92,    3850.73,         --,       15588500,    18089523.07,    19103415.38,         205200,        1728200,       8.42
20170901,       3690,       3796,       3679,       3770,    3874.76,    3856.46,         --,       14492500,    18443338.46,    19260488.46,         285300,        1457600,       5.11
20170825,       3790,       3794,       3655,       3696,    3907.23,    3856.88,         --,       14949400,    18838423.07,    19388526.92,         244600,        1695800,       6.93
20170818,       3775,       3809,       3746,       3804,    3943.84,    3861.07,         --,       16178800,     19574192.3,    19436484.61,         170300,        1374300,       8.07
20170810,       3802,       3865,       3795,       3803,    3967.53,    3859.69,         --,       10996800,    20875669.23,    19697334.61,         212700,        1384600,       6.51
20170804,       3844,       3876,       3769,       3802,    3977.46,    3855.07,         --,       25004000,    22313569.23,       20301450,         193600,        1422400,       7.35
20170728,       3761,       3903,       3723,       3895,     3972.3,    3850.26,         --,       20956800,    20715915.38,    20331515.38,         257200,        1316400,       5.12
20170721,       3854,       3866,       3780,       3783,    3957.76,    3843.19,         --,       14511900,    20381830.76,    20462976.92,         128800,        1445000,      11.22
20170714,       3870,       3881,       3831,       3837,    3951.53,    3842.46,         --,       14954900,    20675346.15,    20640276.92,         136000,        1261800,       9.28
20170707,       3992,       3992,       3820,       3862,    3939.15,    3843.73,         --,       21945200,    20733053.84,       20654400,         166700,        1095500,       6.57
20170630,       4038,       4135,       3904,       3947,    3925.84,    3845.96,         --,       23427100,    20730207.69,    20265315.38,         213700,         884000,       4.14
20170623,       4108,       4130,       3966,       4025,    3900.53,       3842,         --,       17080200,    20654915.38,    19993957.69,         289300,         885400,       3.06
20170616,       4080,       4150,       4070,       4118,    3882.15,    3838.11,         --,       25077700,    20813307.69,       19848050,         272500,         862000,       3.16
20170609,       4150,       4197,       4006,       4030,    3855.53,    3829.34,         --,       20188100,    20117307.69,    19756676.92,         251800,         805600,        3.2
20170602,       4176,       4225,       4135,       4192,    3838.15,    3821.07,         --,       19628600,    20077638.46,    19882815.38,         787200,         637800,       0.81
20170526,       4110,       4243,       4082,       4172,    3806.53,    3807.69,         --,       24514400,    19938630.76,    20137257.69,         738600,         743600,       1.01
20170519,       3935,       4150,       3930,       4112,     3778.3,       3797,         --,       33098000,    19298776.92,       19955850,         597500,         837400,        1.4
20170512,       3786,       3945,       3759,       3932,    3751.84,    3781.15,         --,       29689500,       18519000,       20320100,         224800,        1233600,       5.49
20170502,       3717,       3762,       3711,       3735,    3732.69,    3774.96,         --,        4234500,    18289330.76,    20137096.15,         113500,        2059400,      18.14
20170428,       3737,       3795,       3702,       3706,    3728.23,    3781.07,         --,       16613700,    19947115.38,    20552361.53,         113500,        2059400,      18.14
20170421,       3667,       3722,       3626,       3702,    3728.61,    3791.96,         --,       18327600,    20544123.07,    20894523.07,         119400,        2207600,      18.49
20170414,       3715,       3736,       3640,       3676,    3733.38,    3798.88,         --,       15705100,    20605207.69,    21058446.15,         108200,        2375900,      21.96
20170407,       3639,       3710,       3616,       3689,     3748.3,    3815.88,         --,       21908200,    20575746.15,    21002211.53,         104200,        2518000,      24.17
20170331,       3739,       3756,       3618,       3618,    3766.07,    3832.38,         --,       22448300,    19800423.07,    20732665.38,         126500,        2740100,      21.66
20170324,       3800,       3866,       3730,       3786,    3783.46,    3851.65,         --,       19139300,       19333000,    20490426.92,         151500,        2353100,      15.53
20170317,       3817,       3853,       3755,       3772,    3794.07,    3860.19,         --,       16029700,     18882792.3,    20204776.92,         180900,        2482300,      13.72
20170310,       3756,       3807,       3751,       3804,    3803.15,    3867.34,         --,       19672400,    19396046.15,    20193265.38,         209500,        2537400,      12.11
20170303,       3785,       3825,       3748,       3781,       3804,    3873.57,         --,       17821500,     19687992.3,    19970926.92,         217500,        2592900,      11.92
20170224,       3750,       3832,       3740,       3805,    3808.84,    3886.07,         --,       16196300,    20335884.61,       20038250,         207500,        2632400,      12.69
20170217,       3721,       3802,       3711,       3768,    3815.69,    3888.53,         --,       22960900,    20612923.07,    19977538.46,         180400,        2792400,      15.48
20170210,       3713,       3720,       3607,       3683,    3810.46,    3892.26,         --,       26703800,       22121200,    19704415.38,         299100,        3300800,      11.04
20170203,       3725,       3726,       3610,       3677,    3817.23,    3904.84,         --,       25785700,    21984861.53,    19180323.07,         252400,        2968200,      11.76
20170127,       3750,       3757,       3648,       3711,    3833.92,    3915.73,         --,       24374800,    21157607.69,    19047388.46,         295800,        3000500,      10.14
20170120,       3851,       3861,       3712,       3764,     3855.3,     3927.8,         --,       19121700,    21244923.07,    19219253.84,         179700,        2466100,      13.72
20170113,       3891,       3898,       3832,       3870,    3864.38,    3946.19,         --,       15322100,    21511684.61,    19146696.15,         166100,        2237100,      13.47
20170106,       3882,       3921,       3842,       3920,    3883.46,    3961.57,         --,       11829000,    21428676.92,    19374934.61,         136000,        2180200,      16.03
20161230,       3939,       3945,       3815,       3844,    3898.69,    3975.76,         --,       16371800,    21664907.69,    19912884.61,         146000,        2303400,      15.78
20161222,       3911,       3939,       3896,       3924,    3919.84,    3986.53,         --,       13286600,    21647853.84,    20321465.38,         227000,        2433700,      10.72
20161216,       3860,       3925,       3830,       3890,     3926.3,    3987.15,         --,       22702000,    21526761.53,    20598357.69,         147600,        2773800,      18.79
20161209,       3805,       3848,       3735,       3815,    3931.53,     3994.8,         --,       23467700,    20990484.61,    20836480.76,         242000,        3247300,      13.42
20161202,       3878,       3975,       3815,       3844,    3943.15,    4018.34,         --,       26244100,    20253861.53,    20630169.23,         294200,        2673700,       9.09
20161125,       3730,       3913,       3723,       3894,     3963.3,    4041.03,         --,       19797800,    19740615.38,    20220680.76,         219400,        2540200,      11.58
20161118,       3700,       3805,       3627,       3700,    3961.38,    4057.11,         --,       42568500,    19342153.84,    19942403.84,         241000,        3382300,      14.03
20161111,       3926,       4022,       3739,       3771,    3974.07,    4083.92,         --,       24931400,    17287630.76,    18809057.69,         190400,        2021200,      10.62
20161104,       3988,       4038,       3872,       3894,    3992.46,    4112.38,         --,       15031400,    16375784.61,    18361515.38,         139800,        1812800,      12.97
