日付,始値,高値,安値,終値,13週平均,26週平均,VWAP,出来高,13週平均,26週平均,売残,買残,倍率
20200901,       5620,       5810,       5570,       5740,       5720,    5088.84,         --,        1308400,     4304876.92,     5533080.76,               ,               ,           
20200828,       5880,       5980,       5560,       5610,    5679.23,    5025.19,         --,        3495900,     4488061.53,     5758165.38,         402900,         489800,       1.22
20200821,       5860,       6190,       5800,       5910,    5665.38,    4966.92,         --,        3538100,     4589261.53,        5843500,         433400,         388400,        0.9
20200814,       5860,       6000,       5500,       5910,    5616.15,    4906.92,         --,        4296900,     4715723.07,     5939388.46,         441000,         345200,       0.78
20200807,       6010,       6100,       5850,       5930,     5537.3,    4843.26,         --,        3808100,     4801361.53,     5903880.76,         411900,         342700,       0.83
20200731,       5800,       6200,       5510,       5950,    5428.84,    4783.46,         --,        6096500,     4648746.15,     5988907.69,         426700,         375500,       0.88
20200722,       5910,       6230,       5900,       6200,    5318.46,    4724.42,         --,        3430000,     4656853.84,     6173373.07,         505400,         495500,       0.98
20200717,       6010,       6080,       5770,       5850,    5186.15,    4632.69,         --,        4207400,     5341153.84,     6190046.15,         478500,         376100,       0.79
20200710,       5740,       6410,       5700,       5980,    5068.46,    4549.03,         --,        9601100,     5540130.76,     6179476.92,         505400,         402900,        0.8
20200703,       5390,       5600,       5220,       5600,    4917.69,    4469.42,         --,        3382800,     5294276.92,     6017926.92,         574400,         243300,       0.42
20200626,       5170,       5430,       5160,       5410,    4800.38,    4400.76,         --,        3471700,      5586992.3,     5911626.92,         528300,         298700,       0.57
20200619,       5030,       5240,       4980,       5170,    4695.38,       4340,         --,        4617700,     5965538.46,     5909988.46,         461300,         340000,       0.74
20200612,       5250,       5250,       4940,       5100,    4558.84,    4288.84,         --,        4708800,     6238876.92,     5879057.69,         506500,         339800,       0.67
20200605,       5460,       5480,       5090,       5210,    4457.69,    4241.53,         --,        3689800,     6761284.61,      5869142.3,         566600,         269400,       0.48
20200529,       5320,       5570,       5200,       5430,    4371.15,    4189.03,         --,        4811500,     7028269.23,     5932723.07,         564300,         234200,       0.42
20200522,       4905,       5410,       4880,       5270,    4268.46,    4125.57,         --,        5182100,     7097738.46,     6015761.53,         593000,         255200,       0.43
20200515,       4545,       4885,       4415,       4885,    4197.69,    4058.07,         --,        5410200,     7163053.84,     6025415.38,         535900,         253400,       0.47
20200508,       4415,       4595,       4410,       4520,    4149.23,     4007.3,         --,        1824100,        7006400,     6150423.07,         407700,         300500,       0.74
20200501,       4475,       4615,       4405,       4515,    4138.07,    3979.03,         --,        6201900,     7329069.23,     6365873.07,         407700,         300500,       0.74
20200424,       4275,       4575,       4020,       4480,    4130.38,    3938.26,         --,       12325900,      7689892.3,     6506626.92,         326100,         413400,       1.27
20200417,       3980,       4420,       3920,       4320,    4079.23,    3923.07,         --,        6794100,     7038938.46,     6166988.46,         322400,         264100,       0.82
20200410,       4030,       4220,       3835,       4020,    4029.61,    3915.57,         --,        6405000,     6818823.07,        6063950,         254600,         274400,       1.08
20200403,       3975,       4225,       3790,       4075,    4021.15,    3914.61,         --,        7188100,     6741576.92,     5992311.53,         355700,         220400,       0.62
20200327,       3395,       4045,       3175,       4045,    4001.15,    3915.57,         --,        8392800,     6236261.53,     5952026.92,         373800,         241600,       0.65
20200319,       3780,       3850,       3335,       3395,    3984.61,    3925.19,         --,        8171100,     5854438.46,     5789226.92,         191400,         377400,       1.97
20200313,       3930,       4090,       3475,       3785,    4018.84,    3960.38,         --,       11500100,     5519238.46,     5704361.53,         273900,         322000,       1.18
20200306,       4040,       4225,       3945,       4085,    4025.38,    3969.23,         --,        7160600,        4977000,        5578500,         296900,         478100,       1.61
20200228,       4270,       4345,       4050,       4095,    4006.92,    3981.34,         --,        5714600,     4837176.92,     5507403.84,         378900,         471700,       1.24
20200221,       4210,       4445,       4125,       4350,    3982.69,    4008.07,         --,        6031200,     4933784.61,     5426196.15,         380000,         494700,        1.3
20200214,       4415,       4415,       4215,       4255,    3918.46,    4019.03,         --,        3373700,     4887776.92,     5399811.53,         356900,         568300,       1.59
20200207,       4300,       4510,       4285,       4375,    3865.38,    4025.38,         --,        6018800,     5294446.15,     5396765.38,         494800,         518700,       1.05
20200131,       3750,       4440,       3665,       4415,       3820,    4029.03,         --,       10892600,     5402676.92,      5375792.3,         550800,         565400,       1.03
20200124,       3700,       3860,       3690,       3815,    3746.15,    4030.19,         --,        3863500,     5323361.53,     5195480.76,         203300,        1096700,       5.39
20200117,       3995,       4015,       3650,       3675,    3766.92,    4055.19,         --,        3932600,     5295038.46,      5423742.3,         254600,        1193500,       4.69
20200110,       3740,       3950,       3575,       3910,    3801.53,    4061.34,         --,        5400800,     5309076.92,     5385611.53,         306800,        1013400,        3.3
20191230,       3830,       3860,       3810,       3815,    3808.07,    4060.57,         --,         619000,     5243046.15,     5337161.53,         297500,        1100700,        3.7
20191227,       3890,       3895,       3690,       3830,       3830,    4076.34,         --,        3429100,      5667792.3,     5478203.84,               ,               ,           
20191220,       3870,       3930,       3780,       3840,    3865.76,    4079.23,         --,        3813500,     5724015.38,     5597696.15,         263300,        1248500,       4.74
20191213,       3870,       3950,       3735,       3870,    3901.92,    4083.65,         --,        4451000,     5889484.61,     5579703.84,         274500,        1256700,       4.58
20191206,       3775,       3900,       3670,       3845,    3913.07,     4094.8,         --,        5342900,        6180000,      5603942.3,         232800,        1356300,       5.83
20191129,       3560,       3845,       3540,       3780,    3955.76,     4097.3,         --,        6970500,     6177630.76,        5640400,         231800,        1392500,       6.01
20191122,       3580,       3610,       3370,       3515,    4033.46,    4112.69,         --,        5433100,     5918607.69,     5598011.53,         246500,        1695100,       6.88
20191115,       3740,       3760,       3510,       3565,    4119.61,    4152.88,         --,        8660400,     5911846.15,     5505884.61,         262700,        1543300,       5.87
20191108,       3455,       3825,       3455,       3785,    4185.38,    4196.53,         --,        7425800,     5499084.61,     5369761.53,         224600,        1410500,       6.28
20191101,       4100,       4185,       3450,       3455,    4238.07,    4225.38,         --,        9861500,     5348907.69,     5303338.46,         240200,        1705000,        7.1
20191025,       4100,       4120,       3985,       4085,    4314.23,    4262.88,         --,        3495300,        5067600,     5248826.92,         257900,        1144800,       4.44
20191018,       4055,       4240,       3910,       4125,    4343.46,    4265.76,         --,        4115100,     5552446.15,     5307646.15,         257000,        1114800,       4.34
20191011,       4120,       4155,       3965,       3995,    4321.15,    4266.34,         --,        4542400,     5462146.15,     5349746.15,         226000,        1224400,       5.42
20191004,       4260,       4355,       3990,       4100,    4313.07,    4273.84,         --,        6140700,     5431276.92,     5426146.15,         238000,        1079100,       4.53
20190927,       4310,       4510,       4290,       4295,    4322.69,     4289.8,         --,        4160000,     5288615.38,     5564026.92,         245500,         919400,       3.75
20190920,       4025,       4350,       4000,       4310,    4292.69,    4289.23,         --,        5964600,     5471376.92,     5573234.61,         211100,        1058400,       5.01
20190913,       4400,       4405,       3955,       4015,    4265.38,    4283.65,         --,        8227700,     5269923.07,     5706957.69,         246600,        1071400,       4.34
20190906,       4840,       4875,       4385,       4400,    4276.53,    4273.26,         --,        5312100,     5027884.61,     5783611.53,         350400,         599100,       1.71
20190830,       4505,       4800,       4500,       4790,    4238.84,    4241.92,         --,        3603200,     5103169.23,     5796303.84,         545500,         443500,       0.81
20190823,       4400,       4735,       4375,       4635,    4191.92,     4187.5,         --,        5345200,     5277415.38,      5825742.3,         464500,         494500,       1.06
20190816,       4430,       4580,       4305,       4420,    4186.15,    4136.92,         --,        3294500,     5099923.07,        5842600,         396500,         509500,       1.28
20190809,       4375,       4615,       4170,       4470,    4207.69,    4087.69,         --,        5473500,     5240438.46,      6092342.3,         470300,         524500,       1.12
20190802,       4400,       4655,       4285,       4445,    4212.69,    4048.46,         --,        6204500,     5257769.23,      6305642.3,         531100,         599200,       1.13
20190726,       3875,       4565,       3805,       4465,    4211.53,     4042.3,         --,        9798300,     5430053.84,     6293888.46,         549800,         636200,       1.16
20190719,       3875,       3945,       3735,       3835,    4188.07,    4038.26,         --,        2941200,     5062846.15,     6088026.92,         375700,         943800,       2.51
20190712,       4215,       4250,       3885,       3890,    4211.53,    4053.26,         --,        4141100,     5237346.15,     6202203.84,         435600,         834700,       1.92
20190705,       3980,       4240,       3970,       4225,    4234.61,    4061.53,         --,        4286100,     5421015.38,     6097534.61,         456000,         657900,       1.44
20190628,       3905,       3940,       3680,       3905,    4256.92,     4062.3,         --,        6535900,     5839438.46,     6179130.76,         340300,         911500,       2.68
20190621,       4125,       4245,       3955,       3955,    4285.76,    4073.84,         --,        3345700,      5675092.3,     6147157.69,         464500,         763900,       1.64
20190614,       3980,       4230,       3930,       4160,    4301.92,    4103.46,         --,        5081200,      6143992.3,     6264630.76,         461100,         711600,       1.54
20190607,       4185,       4230,       3790,       3910,       4270,    4138.84,         --,        6290800,     6539338.46,        6239650,         426500,         766500,        1.8
20190531,       4550,       4630,       4095,       4180,       4245,    4186.15,         --,        5868400,     6489438.46,     6196419.23,         471400,         707300,        1.5
20190524,       4715,       4730,       4450,       4560,    4183.07,    4209.03,         --,        3037800,     6374069.23,     6103834.61,         585400,         505700,       0.86
20190517,       4505,       4845,       4325,       4700,    4087.69,    4218.46,         --,        5121200,     6585276.92,     6193330.76,         652900,         530100,       0.81
20190510,       4475,       4665,       4385,       4535,    3967.69,    4231.92,         --,        5698800,     6944246.15,     6200807.69,         659800,         556100,       0.84
20190426,       4120,       4580,       4095,       4430,    3884.23,    4260.57,         --,        8444200,     7353515.38,     6319815.38,         641700,         723100,       1.13
20190419,       4210,       4245,       4060,       4160,    3873.07,     4272.5,         --,        5024600,     7157723.07,     6381096.15,         638300,         882200,       1.38
20190412,       4230,       4360,       4105,       4140,    3888.46,    4320.19,         --,        5209700,     7113207.69,     6393984.61,         642100,         945800,       1.47
20190405,       4575,       4615,       4145,       4190,       3895,    4364.42,         --,        6528800,     7167061.53,        6442450,         637300,         911200,       1.43
20190329,       4140,       4745,       4070,       4515,    3888.46,    4414.03,         --,        9725600,     6774053.84,     6556888.46,         714000,         769100,       1.08
20190322,       4160,       4310,       4045,       4280,    3867.69,    4473.07,         --,        4399400,     6518823.07,     6685996.15,         597400,         821600,       1.38
20190315,       3770,       4280,       3620,       4165,    3861.92,    4548.46,         --,        9441400,     6619223.07,     6662276.92,         575900,         895100,       1.55
20190308,       3685,       3865,       3520,       3745,       3905,    4616.34,         --,       10220700,     6385269.23,     6511126.92,         509500,         984100,       1.93
20190301,       3420,       3625,       3390,       3585,    4007.69,    4699.23,         --,        5642100,     5939961.53,     6482926.92,         491900,        1012600,       2.06
20190222,       3325,       3430,       3260,       3375,     4127.3,    4804.42,         --,        4368600,        5903400,     6417280.76,         471500,        1130600,        2.4
20190215,       3120,       3430,       3120,       3320,       4235,    4901.15,         --,        5783500,        5833600,        6358100,         472600,        1157800,       2.45
20190208,       3430,       3560,       3075,       3140,    4349.23,    4993.46,         --,        9787800,     5801384.61,     6322980.76,         497400,        1315000,       2.64
20190201,       4330,       4400,       3325,       3450,    4496.15,    5113.84,         --,       11019300,     5457369.23,     6082653.84,         506800,        1106200,       2.18
20190125,       4415,       4420,       4035,       4285,    4636.92,     5217.3,         --,        5898900,     5286115.38,     5855015.38,         479700,         857300,       1.79
20190118,       4220,       4405,       4145,       4360,    4671.92,    5284.42,         --,        4445900,     5604469.23,     5926146.15,         504700,         825500,       1.64
20190111,       4270,       4450,       4165,       4225,    4751.92,    5373.65,         --,        5909800,     5674761.53,     5910207.69,         526500,         856100,       1.63
20190104,       4070,       4155,       4005,       4105,    4833.84,    5472.69,         --,        1419700,     5717838.46,     5840557.69,         455200,         870100,       1.91
20181228,       3985,       4360,       3810,       4245,    4939.61,    5564.03,         --,        6407600,     6339723.07,     5960807.69,               ,               ,           
20181221,       4700,       4835,       4125,       4205,    5078.46,    5656.92,         --,        5704600,     6853169.23,     5871880.76,         446400,        1021400,       2.29
20181214,       4950,       4995,       4560,       4725,       5235,    5752.11,         --,        6400000,     6705330.76,        5844200,         459700,        1015300,       2.21
20181207,       5240,       5290,       4890,       5080,    5327.69,    5825.38,         --,        4431700,     6636984.61,     5818215.38,         403300,         917600,       2.28
20181130,       4765,       5280,       4720,       5140,    5390.76,    5859.61,         --,        5166800,      7025892.3,        5805150,         404500,         911500,       2.25
20181122,       4770,       5020,       4515,       4775,    5481.53,    5891.53,         --,        3461200,     6931161.53,        6131700,         348800,         958300,       2.75
20181116,       4930,       5040,       4640,       4805,     5567.3,    5936.34,         --,        5364700,        6882600,     6183219.23,         401700,         938400,       2.34
20181109,       5220,       5370,       4995,       5050,    5637.69,    5980.38,         --,        5315600,     6844576.92,     6164257.69,         451300,         931000,       2.06
20181102,       4710,       5300,       4285,       5280,    5731.53,    6018.46,         --,        8793000,     6707938.46,     6228576.92,         355800,         928000,       2.61
20181026,       5300,       5750,       4580,       4740,    5797.69,    6045.76,         --,       10037500,     6423915.38,     6034584.61,         287500,        1025800,       3.57
20181019,       5280,       5520,       5110,       5400,    5896.92,    6095.76,         --,        5359700,     6247823.07,     6007088.46,         291100,        1108300,       3.81
20181012,       5280,       5400,       5010,       5290,    5995.38,    6103.46,         --,        6469800,     6145653.84,     6001423.07,         280200,        1160000,       4.14
20181005,       6030,       6200,       5460,       5480,    6111.53,    6107.69,         --,        9504200,     5963276.92,     5960203.84,         369700,        1058200,       2.86
20180928,       6290,       6550,       5910,       6050,    6188.46,    6106.53,         --,       13082400,      5581892.3,     5763338.46,         435700,         825000,       1.89
20180921,       5910,       6350,       5880,       6240,    6235.38,     6077.3,         --,        3782700,      4890592.3,     5466326.92,         324200,         678800,       2.09
20180914,       5850,       5940,       5640,       5930,    6269.23,    6039.23,         --,        5511500,     4983069.23,     5493076.92,         317900,         785800,       2.47
20180907,       6370,       6450,       5730,       5900,    6323.07,     6022.3,         --,        9487500,     4999446.15,     5492115.38,         338000,         768900,       2.27
20180831,       5990,       6360,       5950,       6320,    6328.46,    5996.15,         --,        3935300,     4584407.69,     5345019.23,         361200,         508400,       1.41
20180824,       5650,       5930,       5620,       5890,    6301.53,    5933.65,         --,        2829900,     5332238.46,     5368426.92,         332800,         578800,       1.74
20180817,       6200,       6200,       5620,       5720,    6305.38,    5876.73,         --,        4870400,     5483838.46,     5408265.38,         353800,         595400,       1.68
20180810,       6120,       6460,       6000,       6270,    6323.07,    5824.03,         --,        3539300,     5483938.46,     5336846.15,         432200,         546100,       1.26
20180803,       6010,       6220,       5750,       6140,    6305.38,    5746.53,         --,        5100700,     5749215.38,     5452603.84,         408400,         640800,       1.57
20180727,       6600,       6620,       5820,       6030,    6293.84,     5687.5,         --,        7748300,     5645253.84,     5526853.84,         423200,         676300,        1.6
20180720,       6710,       6930,       6600,       6680,    6294.61,     5617.3,         --,        4031500,     5766353.84,     5444353.84,         441300,         394200,       0.89
20180713,       6600,       6820,       6200,       6800,    6211.53,    5525.19,         --,        4098900,      5857192.3,     5429123.07,         501200,         242700,       0.48
20180706,       6630,       6670,       6250,       6480,    6103.84,    5429.23,         --,        4546200,     5957130.76,        5425150,         421600,         288000,       0.68
20180629,       6650,       6750,       6230,       6660,    6024.61,    5355.19,         --,        4095500,     5944784.61,     5312396.15,         423000,         280200,       0.66
20180622,       6600,       6790,       6480,       6680,    5919.23,    5268.26,         --,        4984900,     6042061.53,     5255219.23,         483800,         316000,       0.65
20180615,       5940,       6740,       5880,       6630,    5809.23,    5180.38,         --,        5724400,     6003084.61,      5206742.3,         483300,         306500,       0.63
20180608,       5960,       6160,       5820,       5970,    5721.53,    5087.11,         --,        4092000,     5984784.61,     5135407.69,         357700,         318700,       0.89
20180601,       5970,       6090,       5660,       5970,    5663.84,    5015.57,         --,       13657100,     6105630.76,     5217730.76,         409700,         350900,       0.86
20180525,       5960,       6120,       5720,       5940,    5565.76,     4932.5,         --,        4800700,     5404615.38,     4875311.53,         386400,         368400,       0.95
20180518,       5960,       6180,       5780,       5950,    5448.07,    4861.15,         --,        4871700,      5332692.3,     4841576.92,         383000,         381700,          1
20180511,       6020,       6380,       5760,       6040,       5325,    4788.26,         --,        6987900,     5189753.84,     4851688.46,         404600,         297700,       0.74
20180502,       5880,       6080,       5610,       5990,    5187.69,     4707.5,         --,        3749200,      5155992.3,     4881730.76,         499700,         306400,       0.61
20180427,       5510,       6290,       5120,       6040,    5081.15,    4616.15,         --,        9322600,     5408453.84,     4917688.46,         499700,         306400,       0.61
20180420,       5380,       5720,       5290,       5600,       4940,       4520,         --,        5212400,     5122353.84,      4890992.3,         506400,         236300,       0.47
20180413,       5390,       5620,       5170,       5400,    4838.84,    4431.53,         --,        5398100,     5001053.84,     4848576.92,         429600,         297400,       0.69
20180406,       5300,       5490,       5140,       5450,    4754.61,    4352.69,         --,        4385700,     4893169.23,     4791988.46,         425000,         280100,       0.66
20180330,       5300,       5560,       5210,       5290,    4685.76,     4267.5,         --,        5360100,     4680007.69,     4801326.92,         442100,         276400,       0.63
20180323,       5390,       5520,       5180,       5250,     4617.3,    4190.19,         --,        4478200,     4468376.92,      4813642.3,         474800,         230700,       0.49
20180316,       5310,       5670,       5230,       5490,    4551.53,    4115.76,         --,        5486500,        4410400,     4841815.38,         559800,         218900,       0.39
20180309,       4730,       5250,       4630,       5220,    4452.69,    4034.23,         --,        5663000,     4286030.76,     4812615.38,         482100,         189100,       0.39
20180302,       4445,       4730,       4400,       4695,     4367.3,    3964.03,         --,        4543900,     4329830.76,     5116307.69,         340600,         218400,       0.64
20180223,       4410,       4570,       4380,       4410,    4299.23,    3921.92,         --,        3865700,     4346007.69,     5091826.92,         303200,         261200,       0.86
20180216,       4295,       4400,       4145,       4350,    4274.23,    3885.19,         --,        3013500,     4350461.53,        5094700,         289100,         275000,       0.95
20180209,       4495,       4510,       4030,       4255,    4251.53,     3852.3,         --,        6549000,     4513623.07,        5172950,         283300,         314300,       1.11
20180202,       4265,       4820,       4265,       4605,     4227.3,     3824.8,         --,        7031200,     4607469.23,        5072750,         525600,         286200,       0.54
20180126,       4325,       4530,       4170,       4205,    4151.15,     3777.5,         --,        5603300,     4426923.07,     5065111.53,         406000,         531100,       1.31
20180119,       4330,       4365,       4165,       4285,       4100,    3746.34,         --,        3635500,     4659630.76,        5109650,         387300,         344800,       0.89
20180112,       4535,       4535,       4235,       4305,    4024.23,    3723.65,         --,        3995600,        4696100,     5088973.07,         421300,         329600,       0.78
20180105,       4480,       4595,       4420,       4555,    3950.76,    3698.84,         --,        1614600,     4690807.69,     5037373.07,         444500,         216400,       0.49
20171229,       4425,       4460,       4125,       4400,    3849.23,    3660.38,         --,        2608900,     4922646.15,     5159861.53,         444500,         216400,       0.49
20171222,       4220,       4435,       4210,       4395,    3763.07,    3625.19,         --,        3724500,     5158907.69,     5235896.15,         450000,         350800,       0.78
20171215,       4125,       4240,       4025,       4205,       3680,     3594.8,         --,        3869700,     5273230.76,     5220715.38,         410900,         269200,       0.66
20171208,       3825,       4115,       3730,       4110,    3615.76,    3572.69,         --,        6232400,        5339200,     5236026.92,         413000,         271900,       0.66
20171201,       4080,       4090,       3795,       3810,    3560.76,    3553.84,         --,        4754200,     5902784.61,     5261511.53,         315300,         275800,       0.87
20171124,       4040,       4135,       3970,       4085,    3544.61,    3559.42,         --,        3923600,     5837646.15,     5457126.92,         446300,         264600,       0.59
20171117,       3920,       4080,       3835,       4055,    3496.15,    3547.69,         --,        5134600,     5838938.46,     5530388.46,         454300,         319000,        0.7
20171110,       3700,       4095,       3680,       3940,    3453.07,    3531.15,         --,        7769000,     5832276.92,     5521953.84,         396600,         472000,       1.19
20171102,       3530,       3650,       3410,       3615,     3422.3,    3520.38,         --,        4684100,     5538030.76,     5459265.38,         286400,         826100,       2.88
20171027,       3325,       3720,       3290,       3540,    3403.84,    3512.88,         --,        8628500,        5703300,     5350807.69,         257600,         791900,       3.07
20171020,       3345,       3350,       3225,       3300,    3392.69,     3509.8,         --,        4109600,     5559669.23,     5318423.07,         151400,        1163500,       7.68
20171013,       3200,       3415,       3200,       3350,    3423.07,    3503.65,         --,        3926800,     5481846.15,     5359080.76,         198700,        1051900,       5.29
20171006,       3295,       3390,       3205,       3235,    3446.92,    3499.23,         --,        4628500,     5383938.46,     5447334.61,         181900,        1372000,       7.54
20170929,       3385,       3445,       3170,       3280,    3471.53,    3501.15,         --,        5680300,     5397076.92,     5502396.15,         154000,        1259200,       8.18
20170922,       3390,       3395,       3275,       3315,     3487.3,    3501.73,         --,        5210700,     5312884.61,     5431753.84,         158900,        1132700,       7.13
20170915,       3405,       3530,       3355,       3370,    3509.61,    3501.53,         --,        4727300,        5168200,     5439319.23,         203100,         742600,       3.66
20170908,       3575,       3640,       3255,       3395,    3529.61,       3500,         --,       13559000,     5132853.84,     5429534.61,         188800,         664900,       3.52
20170901,       3455,       3620,       3450,       3600,    3546.92,    3500.76,         --,        3907400,     4620238.46,        5147000,         307100,         595100,       1.94
20170825,       3500,       3520,       3395,       3455,    3574.23,    3483.07,         --,        3940400,     5076607.69,     5171534.61,         295800,         728400,       2.46
20170818,       3505,       3680,       3480,       3495,    3599.23,    3474.03,         --,        5048000,     5221838.46,     5233634.61,         310300,         814200,       2.62
20170810,       3375,       3540,       3325,       3540,    3609.23,     3454.8,         --,        3943800,     5211630.76,     5239446.15,         323800,         683900,       2.11
20170804,       3365,       3465,       3255,       3375,    3618.46,    3436.15,         --,        6832600,        5380500,     5239826.92,         298300,         786200,       2.64
20170728,       3680,       3780,       3375,       3395,    3621.92,    3418.26,         --,        6761300,     4998315.38,     5278361.53,         271100,         769000,       2.84
20170721,       3660,       3750,       3475,       3695,    3626.92,     3397.3,         --,        3097900,     5077176.92,     5337703.84,         340000,         518400,       1.52
20170714,       3585,       3680,       3550,       3660,    3584.23,    3369.65,         --,        2654000,     5236315.38,     5334269.23,         356100,         612800,       1.72
20170707,       3515,       3605,       3420,       3555,    3551.53,    3343.03,         --,        4799300,     5510730.76,      5388042.3,         335100,         645100,       1.93
20170630,       3610,       3670,       3465,       3485,    3530.76,    3322.07,         --,        4585800,     5607715.38,        5343750,         387000,         659600,        1.7
20170623,       3645,       3730,       3590,       3605,    3516.15,    3299.11,         --,        3329800,     5550623.07,     5301084.61,         429400,         551900,       1.29
20170616,       3580,       3765,       3550,       3630,    3493.46,    3266.69,         --,        4267800,     5710438.46,     5315465.38,         429100,         504100,       1.17
20170609,       3910,       3955,       3615,       3620,    3470.38,     3230.5,         --,        6895000,     5726215.38,     5369057.69,         475500,         467700,       0.98
20170602,       3785,       4095,       3785,       3955,    3454.61,     3193.3,         --,        9840200,     5673761.53,     5409146.15,         563100,         348300,       0.62
20170526,       3650,       3890,       3650,       3780,    3391.92,    3143.88,         --,        5828400,     5266461.53,     5241007.69,         469800,         354900,       0.76
20170519,       3645,       3795,       3620,       3625,    3348.84,     3104.3,         --,        4915300,     5245430.76,     5217576.92,         478200,         380100,       0.79
20170512,       3480,       3710,       3450,       3660,    3300.38,    3071.38,         --,        6139100,     5267261.53,     5254976.92,         448900,         489800,       1.09
20170502,       3515,       3530,       3410,       3420,    3253.84,    3032.57,         --,        1864200,     5099153.84,     5271584.61,         460100,         457600,       0.99
20170428,       3185,       3475,       3170,       3460,    3214.61,    3011.38,         --,        7786500,     5558407.69,     5387911.53,         460100,         457600,       0.99
20170421,       3220,       3330,       3105,       3140,    3167.69,    2995.61,         --,        5166700,     5598230.76,     5417361.53,         352800,         573200,       1.62
20170414,       3340,       3435,       3230,       3235,    3155.07,    2990.42,         --,        6221400,     5432223.07,      5345892.3,         402000,         514500,       1.28
20170407,       3280,       3380,       3210,       3285,    3134.53,    2983.11,         --,        6060100,     5265353.84,     5210230.76,         425900,         578300,       1.36
20170331,       3335,       3405,       3270,       3295,    3113.38,     2973.5,         --,        3843600,     5079784.61,     5122184.61,         468300,         589600,       1.26
20170324,       3360,       3475,       3270,       3310,    3082.07,    2961.84,         --,        5407400,     5051546.15,     5211911.53,         443500,         597300,       1.35
20170317,       3395,       3445,       3260,       3330,    3039.92,    2944.34,         --,        4472900,      4920492.3,      5100742.3,         470600,         624100,       1.33
20170310,       3140,       3425,       3105,       3415,    2990.61,    2924.15,         --,        6213100,        5011900,     5082515.38,         466900,         639900,       1.37
20170303,       3175,       3195,       3075,       3140,       2932,    2904.92,         --,        4545300,     5144530.76,     5074919.23,         357000,         666400,       1.87
20170224,       2994,       3245,       2976,       3220,    2895.84,    2892.03,         --,        5555000,     5215553.84,        5048700,         448600,         632200,       1.41
20170217,       3075,       3110,       2939,       2995,    2859.76,    2876.46,         --,        5199100,     5189723.07,     5005030.76,         338900,         678600,          2
20170210,       2894,       3060,       2872,       3055,    2842.38,    2867.23,         --,        3953700,      5242692.3,     5007511.53,         354100,         739000,       2.09
20170203,       2850,       2943,       2792,       2910,     2811.3,    2863.57,         --,        7834500,     5444015.38,     5019046.15,         318100,         869700,       2.73
20170127,       2990,       3090,       2807,       2850,    2808.15,    2859.34,         --,        8304200,     5217415.38,     4953911.53,         307500,         940300,       3.06
20170120,       2958,       2986,       2911,       2976,    2823.53,    2861.46,         --,        3008600,      5236492.3,     5075788.46,         250100,         833900,       3.33
20170113,       3020,       3050,       2861,       2968,    2825.76,    2859.69,         --,        4052100,     5259561.53,     5394265.38,         245700,         923900,       3.76
20170106,       2910,       3030,       2880,       3010,    2831.69,    2860.73,         --,        3647700,     5155107.69,     5666130.76,         282900,         934000,        3.3
20161230,       2751,       2920,       2726,       2888,    2833.61,    2864.19,         --,        3476500,     5164584.61,     5878819.23,         251400,        1101900,       4.38
20161222,       2678,       2839,       2674,       2762,    2841.61,    2872.53,         --,        3703700,     5372276.92,     6174553.84,         252700,        1633800,       6.47
20161216,       2680,       2718,       2618,       2689,    2848.76,    2877.07,         --,        5661200,      5280992.3,     6432311.53,         212900,        1886300,       8.86
20161209,       2624,       2741,       2554,       2653,    2857.69,    2877.69,         --,        7937300,     5153130.76,     6434765.38,         237200,        2123400,       8.95
20161202,       2757,       2820,       2658,       2670,    2877.84,    2885.65,         --,        5468600,     5005307.69,     6406246.15,         207800,        2334400,      11.23
20161125,       2769,       2773,       2661,       2751,    2888.23,    2883.53,         --,        5219200,     4881846.15,     6319876.92,         224900,        2385700,      10.61
20161118,       2665,       2820,       2616,       2769,    2893.15,     2875.8,         --,        5887700,     4820338.46,        6261400,         204700,        2275900,      11.12
20161111,       2880,       2907,       2642,       2651,    2892.07,    2867.38,         --,        6570900,     4772330.76,     6188919.23,         195700,        2308300,       11.8
20161104,       3000,       3090,       2844,       2869,    2915.84,     2863.5,         --,        4888700,     4594076.92,      6139992.3,         261100,        2078800,       7.96
20161028,       2985,       3195,       2946,       3050,    2910.53,    2849.11,         --,        8552200,     4690407.69,     6088903.84,         365700,        1925300,       5.26
20161021,       3005,       3055,       2968,       3005,    2899.38,     2831.8,         --,        3308500,     4915084.61,     6128473.07,         271500,        2113500,       7.78
20161014,       3025,       3060,       2927,       3045,    2893.61,    2825.46,         --,        2694200,     5528969.23,     6460869.23,         260300,        2031100,        7.8
20161007,       3000,       3075,       2952,       3035,    2889.76,       2812,         --,        3770900,     6177153.84,     6532307.69,         284400,        2058100,       7.24
20160930,       2875,       3040,       2850,       2992,    2894.76,    2792.96,         --,        6176500,     6593053.84,     6607196.15,         290900,        2168900,       7.46
20160923,       2790,       2865,       2755,       2855,    2903.46,    2776.53,         --,        2517000,     6976830.76,      6738892.3,         195800,        2364000,      12.07
20160916,       2865,       2925,       2750,       2805,    2905.38,    2760.67,         --,        3999000,     7583630.76,     6891246.15,         324600,        2361000,       7.27
20160909,       2820,       3065,       2765,       2915,    2897.69,    2746.53,         --,        6015600,        7716400,     7009546.15,         367800,        2270000,       6.17
20160902,       2855,       2865,       2770,       2805,    2893.46,     2722.5,         --,        3863600,     7807184.61,     7131007.69,         408600,        2380200,       5.83
